movieId,title,year,genres,plot
4941,Flash Gordon,1980,Action|Adventure|Sci-Fi,"Emperor Ming the Merciless  declares that he will first play with and then destroy, the Earth, using natural disasters. On Earth, New York Jets football star ""Flash"" Gordon  boards a small plane, where he meets travel journalist Dale Arden . Mid-flight, the cockpit is hit by a meteorite and the pilots mysteriously vanish. Flash takes control and manages to crash land into a greenhouse owned by Dr. Hans Zarkov . Zarkov, who believes the disasters are being caused because an unknown source is pushing the moon towards Earth, has secretly constructed a spacecraft which he plans to use to investigate. Zarkov's assistant refuses to go, so he lures Flash and Dale aboard. The rocket launches, taking them to the planet Mongo, where they are captured by Ming's troops. The three are brought before Ming. He orders Dale be prepared for his pleasure. Flash tries to resist but is overpowered. Ming orders Zarkov be reprogrammed and Flash executed. Ming's daughter, Princess Aura , forces Ming’s surgeon into saving Flash, to whom she is attracted. As they escape, Flash sees Zarkov being brainwashed by Klytus, the head of the secret police. Aura and Flash flee to Arboria, kingdom of Prince Barin , Aura's lover. En route, Aura teaches Flash to use a telepathic communicator to contact Dale. He lets her know he is alive. Dale is locked in Ming's bedchamber, but encouraged by Flash, she escapes. Klytus sends Zarkov to intercept Dale, who tells him and Klytus that Flash is alive. They then escape, as Zarkov reveals he resisted the brainwashing. They are captured by Prince Vultan's  Hawkmen and taken to Sky City. Aura and Flash arrive at Arboria. Aura asks the Prince to keep Flash safe. A distrustful Barin, in love with Aura, agrees not to kill Flash, but then forces him to perform a deadly ritual. Barin and Flash take turns sticking their hands into a hollow stump with a giant scorpion inside. When Flash has to take an extra turn, he pretends to be stung and begs for death before escaping. Barin follows, but they are both captured by the Hawkmen. Klytus informs Ming that Flash is alive and is given authority to find out who is responsible. Aura returns and is taken prisoner and tortured by Klytus and General Kala . They force her to confess and Ming banishes her to the ice moon Frigia after his wedding. Meanwhile, Flash and Barin are taken to Sky City, where Flash and Dale are briefly reunited. Flash is forced to fight Barin to the death, but Barin joins him when Flash saves his life. Klytus arrives and Flash and Barin kill him. Knowing that this will bring retribution, Vultan orders the Hawkmen to evacuate, leaving Barin, Flash, Dale and Zarkov behind. Ming’s ship arrives and he orders Barin, Zarkov and Dale to be taken aboard. Ming is impressed with Flash, and offers him lordship over Earth in exchange for loyalty, which Flash refuses. Ming gives the order to destroy Vultan’s kingdom along with Flash. Flash finds a rocket cycle and escapes before Sky City is destroyed. Flash contacts Vultan, who is hiding on Arboria and they plot an attack on Mingo City. Flash pretends to attack Mingo City alone on his rocket cycle. General Kala dispatches the war rocket Ajax to bring back Flash's body but the Hawkmen intercepts and they seize the rocket. Meanwhile, Princess Aura overpowers her guard and frees Barin and Zarkov from the execution chamber. Flash and the Hawkmen attack Mingo City in Ajax and Kala activates the defenses, as Ming and Dale’s wedding begins. Mingo City's lightning field can only be penetrated by flying Ajax into it at a suicidal speed. Flash volunteers to stay at the helm to ensure success and allow the Hawkmen to invade the city. Just before the rocket hits, Barin sabotages the field generators and Ajax plummets into the city's wedding hall and the ship's bow impales Ming. He falls off the rocket nose, seriously wounded and Flash offers to spare his life if he will stop the attack on Earth but Ming refuses. Ming attempts to use his power ring on Flash but his power falters and nothing happens. He then aims the ring at himself and is seemingly vaporized by its remaining power seconds before the counter to the destruction of the Earth reaches zero. A huge victory celebration ensues."
4951,Lord of the Flies,1990,Adventure|Drama|Thriller,"An aircraft carrying young military school cadets returning home crash lands into the sea near a remote, uninhabited, jungle island. Among the survivors is the pilot, Captain Benson , who is seriously injured and delirious. On the island, an overweight cadet, whose real name is not revealed, but gets nicknamed “Piggy” , finds a conch seashell and takes it to the group of cadets, who adopt it to signal the right to speak and be heard by the group. Ralph , the most senior cadet , and one of the oldest boys, calls a meeting to discuss surviving their predicament. Ralph and Jack  emerge dominant, with Ralph's seniority in rank making him the one in charge. Tensions begin to grow between Ralph, focused on rescue, and Jack, focused on hunting and survivng, however, and the group eventually becomes divided between the two leaders when Jack, tired of listening to Ralph and Piggy, leaves and forms his own camp, taking a majority of the boys with him. One night, as they sleep, the delusional Capt. Benson wanders into the jungle, eventually making his way to a cave deep inland. Later, one of the boys, Larry , in the darkness of the cave, mistakes Capt. Benson for a wild animal and kills him. Expecting to be rescued, Ralph's civilized leadership maintains a permanent signal-fire to alert passing ships of their presence on the island. Not expecting to be rescued, Jack's savage leadership adapts to circumstance; he establishes his camp as spear-bearing hunters. They kill a wild pig and leave its head as an offering to ""the beast"" that they believe is in the cave. One night, using a glow stick, Simon  explores the cave where the “beast” was killed, and discovers the cadaver of Capt. Benson. He runs to alert the boys of his discovery, interrupting a tense meeting of the two groups. Before he can do so, however, Simon's waving of the light leads him to be mistaken for the beast and Jack's group stabs him to death with their spears as Ralph and Piggy watch in horror. Later, Piggy's glasses are stolen by Jack's group. Piggy and Ralph travel to Jack's camp, attempting to call a meeting using the conch. Piggy insists that everyone be sensible and work together, but Jack's savage followers refuse to listen. As they jeer him, Roger  pushes a boulder off a cliff and smashes Piggy's head, causing his death. A distraught Ralph swears that Jack will not get away with this, but Jack declares that Ralph is now on his own as Simon and Piggy are dead and all the other cadets have defected and joined Jack. Jack and his savages throw stones at Ralph to drive him away. The next day, Jack and his hunters begin setting the jungle on fire to force Ralph out of hiding so they can kill him. Just barely dodging the spreading fire and Jack's hunters, Ralph makes a desperate run to the sea, where he encounters a United States Marine Corps officer  who has just landed on the island with other Marines. He is surprised to see them there, and asks what they are doing. Ralph begins to sob while a shocked, guilty, and horrified Jack and his stunned hunters look on in silence."
4952,Morons From Outer Space,1985,Comedy|Sci-Fi,"The story begins on a small spaceship docking with a refueling station. On board are a group of four aliens, Bernard, Sandra, Desmond, and Julian. During a particularly tedious period of their stay at the station, the other three begin playing with the ship’s controls while Bernard is outside playing spaceball. They accidentally disconnect his part of the ship, leaving him stranded while they crash into a large blue planet close by . The aliens become instant celebrities on arrival, despite being able to bring no great revelation or technical ability to the people of Earth . They find a manager  and become wealthy more or less overnight, packing fans in auditoriums just to see them. Meanwhile, Bernard arrives on Earth via other means of transport. Despite being by far the most intelligent of the group, Bernard is not afforded any celebrity, and is in fact condemned to vagrancy and a brief stint in mental hospital before reuniting with his fellow travellers near the end of the film. The others, fearing that the introduction of Bernard would lessen their popularity and celebrity, fail to mention that they had originally been travelling with a fourth."
4957,Sudden Impact,1983,Crime|Thriller,"Artist Jennifer Spencer and her sister were raped by a group of young men 10 years ago, after being betrayed by a female friend, Ray Parkins. The brutal rape left Jennifer's sister permanently catatonic. Spencer seeks revenge, and begins by killing George Wilburn with two shots from a .38 snubnosed revolver, one in the groin and one in the head. She leaves San Francisco for the town of San Paulo because of the police investigation, and begins restoring its boardwalk's historic carousel near the beach where the rapes occurred. Meanwhile, San Francisco Police Department Homicide Inspector Harry Callahan is frustrated when a judge yet again dismisses a case due to unreasonable search and seizure. At his favorite diner, the inspector interrupts a robbery and kills most of the criminals. When the surviving robber takes a hostage, Callahan challenges him to ""Go ahead, make my day""; the criminal surrenders. Callahan causes powerful crime lord Threlkis to suffer a fatal heart attack at his granddaughter's wedding. Lieutenant Donnelly and other angry superior officers cannot fire or suspend the notorious inspector because, as the police commissioner admits, his ""unconventional methods ... get results"", albeit with tremendous physical destruction and bad publicity for the department. They order him to take a vacation, which Callahan spends with his .44 AutoMag. Four of Threlkis's hitmen attack the inspector; only one escapes alive. The suspect from the dismissed case and his friends also attack, throwing two Molotov cocktails into Callahan's car. He uses one of the bombs to cause them to drive into the bay, killing them. Donnelly sends the inspector to San Paulo to investigate the murder of the man Spencer killed. While the victim is from there, it is also to protect both Callahan and civilians; as Donnelly notes, ""people have a nasty habit of getting dead around you."" While jogging in San Paulo with his bulldog ""Meathead"", Callahan meets Spencer. He is hunted by the surviving Threlkis hitman, but kills him after being warned by Meathead. Meanwhile, Spencer kills a second rapist, Kruger, at the beach; although Callahan recognizes the modus operandi, police chief Lester Jannings refuses to work with the famous ""big city hotshot"" inspector. Callahan realizes that the victims and Parkins are friends of Jannings' son, Alby, while Parkins realizes that the rapists are being targeted and warns two others, Tyrone and Mick. After fighting Kruger's uncooperative brothers-in-law Eddie and Carl, Callahan meets Spencer again and learns that she shares his emphasis on results over methods when seeking justice, although the inspector adds the caveat ""'til it breaks the law."" Callahan visits Tyrone's home and finds him dead, another victim of Spencer. Parkins and Mick are staying at her home to protect themselves. When the inspector visits them for questioning, Mick attacks him. After Callahan takes Mick to the police station, Spencer comes in and kills Parkins. Callahan and Spencer meet again and sleep together, but on his way out he notices Spencer's car, which he had seen earlier at Parkins' house. He goes back to Parkins' house and finds her body. Eddie and Carl bail Mick out, and they find Callahan, beat him up, and throw him into the sea. Spencer visits Alby Jannings, who now is also catatonic after his guilty conscience caused him to attempt suicide in a car accident. Chief Jannings admits that to protect his reputation and his only child he ""fixed"" the crimes but promises that Mick, whom he does not know is free, will now be punished. Mick and the others, however, capture Spencer and kill the chief with her .38. Callahan survives and retrieves his AutoMag. Mick's group brings Spencer to the beach for another rape, but she escapes to the carousel. They recapture her, but are startled by the inspector's apparent return from death. After killing the others, Callahan chases Mick, who has taken Spencer hostage atop a roller coaster. The inspector again challenges Mick to ""make my day""; when Spencer escapes, Callahan shoots him. Mick falls and is impaled on a carousel unicorn. The police find Spencer's .38 with Mick; ballistics, Callahan states, will find that ""his gun … was used in all the killings."" He and Spencer leave the crime scene."
4958,Behind Enemy Lines,2001,Action|Drama|War,"During a reconnaissance mission over Bosnia in the final stages of its conflict, US Navy naval flight officer Lieutenant Chris Burnett  and pilot Lieutenant Jeremy Stackhouse  spot suspicious activity in which Burnett persuades Stackhouse to fly their F/A-18 Hornet off-course to get a close look at the target and photograph it. However, both men are unaware that they photographed mass graves, and Serbs in the area spot the jet. The local Bosnian Serb Army commander, General Miroslav Lokar , is conducting a secret genocidal campaign against the local Muslim population. Not wanting the mass graves to be discovered, Lokar orders the jet to be shot down. Despite trying to outmaneuver the missiles shot at them, their aircraft is hit and both men are forced to eject. A short while after touching ground, a Serb patrol finds Stackhouse and interrogates him. Stackhouse is then executed by Sasha , a tracker and one of Lokar's right-hand men. Burnett, who was observing the Serbs' interrogation of Stackhouse from a hill, exposes the Serbs to his location. Wanting Burnett dead as well, Lokar orders both Sasha and his second-in-command, Colonel Bazda , to find him. Burnett is ordered by Admiral Leslie Reigart  to move to a certain location in order to be extracted. However, after Reigart is warned by Admiral Piquet  of the political ramifications of rescuing Burnett in the no-fly zone, Reigart informs Burnett that he must move to a safer location miles away outside of the demilitarized zone in order to be rescued. Immediately after being informed, Burnett sees a Serb patrol led by Bazda that is looking for him. As Burnett escapes, he falls into the very mass graves that he and Stackhouse had photographed and hides under a dead body. When the Serbs are out of sight, Burnett continues to run. On his way to the new extraction point, Burnett has a near-encounter with Sasha, but he encounters Muslim guerrillas aboard a pickup truck who offer him a ride. The guerrillas inform Burnett that they are heading to Hač, which is located within a safe area, but turns out to be a war zone. During the battle, Serb troops believe that they have found Burnett's body, but Burnett switched uniforms with a dead Serb soldier and escaped Hač. Although Sasha and Lokar recognize that Burnett escaped, they present the corpse wearing Burnett's uniform to the media saying he was killed. Their ruse works and a rescue mission to rescue Burnett is called off just as Burnett gets a view of the helicopter. Burnett, disappointed, then notices an angel statue that he parachuted down nearby as this is where his ejection seat landed. Burnett, whose radio was destroyed, wants to return to the site in order to prove to his carrier group that he is still alive as well as to obtain the evidence of Lokar's crimes, which is located on a hard drive attached to the seat. Burnett returns to his ejection seat and reactivates the rescue beacon. Even though the carrier group notices his signal, Burnett also alerts the Serbs to his location. Although knowing that doing so could have him relieved of command, Reigart prepares a task force aimed at rescuing Burnett. Bazda and Sasha are ordered to find Burnett and kill him, but Bazda is killed by a landmine on their way. After Sasha walks up to the ejection seat, Burnett jumps out of a snowdrift behind Sasha and the two men engage in a hand-to-hand fight until Burnett pulls out a flare and stabs Sasha in the chest with it, killing him. Immediately after Sasha is killed, Lokar arrives with armored personnel carriers and infantry who begin to fire upon Burnett as he runs to the nearby angel statue. Three U.S. Marine UH-1 Huey helicopters led by Reigart finally arrive and fire on the Serbs. After retrieving the hard drive containing the photos of the mass graves, Burnett escapes with the task force, which successfully withdraws back to the aircraft carrier. Lokar's war crimes eventually put him on trial, while Reigart's actions result in him being relieved from command."
4962,Texas Rangers,2001,Adventure|Western,"Ten years after the Civil War has ended, the Governor of Texas asks Leander McNelly  to recommission a company of Rangers to help uphold the law along the Mexican border. Aside from a few seasoned veterans, the recruits are young men who have little or no experience with guns or policing crime. The antagonist of the story is John King Fisher  who is stealing cattle from Texas cattle barons like Richard Dukes and Victor Logan and driving them into Mexico, where he sells them to the Mexican army. After McNelly and his men pursue Fisher for a while, they fall into a trap, where many of the young and ill-trained Rangers are killed. Defeated and low on morale, the men fall back to a ranch house and attempt to set up an ambush for Fisher. After being double crossed by a woman , the rangers remain one step behind Fisher and his men. Two of the Rangers follow Fisher and his men to the Mexican border, where they wait for the rest of their company. Once the entire Ranger force arrives, they plan their final attack. In a final gun-slinging showdown, the Rangers face off against Fisher and his men that will tip the state of the border country in the direction of either chaos or justice."
4963,Ocean's Eleven,2001,Crime|Thriller,"After being released from prison, Danny Ocean  breaks parole and travels to Los Angeles to meet up with his former partner in crime and close friend Rusty Ryan  to propose a scheme he has in mind. The two go to Las Vegas to pitch the plan to wealthy friend and former casino owner Reuben Tishkoff . The plan consists of simultaneously robbing the Bellagio, The Mirage, and the MGM Grand casinos. Reuben's familiarity with casino security makes him very reluctant to get involved, but when he begins to think of it as a good way to get back at his rival, Terry Benedict , who owns all three casinos, Reuben agrees to finance the operation. Because the casinos are required by the Nevada Gaming Commission to have enough cash on hand to cover all their patrons' bets, the three predict that, on the upcoming night of a highly anticipated boxing match, the Bellagio vault will contain more than $150&nbsp;million. Ocean and Ryan recruit eight former colleagues and criminal specialists: Linus Caldwell , a young and talented pick-pocket thief; Frank Catton , a casino worker and con man; Virgil and Turk Malloy , a pair of gifted mechanics; Livingston Dell  an electronics and surveillance expert; Basher Tarr , an explosives expert; Saul Bloom , an elderly con man; and ""The Amazing"" Yen , an accomplished acrobat. Several of the team members carry out reconnaissance at the Bellagio to learn as much as possible about the security, the routines and behaviors of the casino staff, and the building itself. Others create a precise replica of the vault with which to practice maneuvering through its formidable security systems. During this planning phase, the team discovers that Ocean's ex-wife, Tess , is Benedict's girlfriend. Ryan urges Ocean to give up on the plan, believing Ocean incapable of sound judgement while Tess is involved, but Ocean refuses. When the plan is put in motion, Ocean goes to the Bellagio in order to be seen by Benedict, who, as expected, has him locked in a storeroom to be beaten by a bouncer called Bruiser. Bruiser, however, is a friend of Ocean's, and he allows Ocean to leave through a ventilation shaft, to meet with his team in the vault. Linus Caldwell poses as a gaming commission agent, and reveals to Benedict that one of his employees, Ramon Escalante, is actually Frank Catton, an ex-con. Caldwell and Catton stage a faux confrontation in Benedict's presence so that Linus can steal the vault access codes written on a piece of paper in Benedict's jacket. Yen is smuggled into the vault by the Malloy brothers to assist in triggering the explosive from the inside. Saul Bloom sneaks explosives into the casino vault by posing as a wealthy international arms dealer who needs especially secure safekeeping for his valuables, and then stages a heart attack that is treated by Ryan posing as a doctor. The team activates a stolen ""pinch"" device to temporarily disrupt the casino's electrical power, allowing them to breach the vault undetected. As Benedict attempts to restore order following the power outage, Ryan anonymously calls him on a cell phone that Ocean had earlier planted in Tess's coat. Ryan tells him that the vaults are being raided, and that all the money will be destroyed if Benedict does not cooperate in loading half the money into a van waiting outside. Benedict observes video footage of the vault that confirms Ryan's claims, and complies in moving the money, but orders his men to follow the van after it departs, and calls a S.W.A.T. team to secure the vault and the other half of the money. The S.W.A.T. team's arrival results in a shootout which causes the incineration of the half of the money left in the vault. After assuring Benedict that the casino is secure, the officers depart at Benedict's insistence. Benedict's men following the van discover that it is being driven by remote control, and that, instead of money, it contains duffel bags full of flyers advertising prostitutes. Benedict realizes that the vault video feed he'd been watching was faked, as the vault floor in the footage lacked the Bellagio logo, which had only recently been installed. A flashback reveals that Ocean had used the vault replica to create the fake video Benedict had seen; the rest of the team posed as S.W.A.T. officers, and took all of the money in the vault when responding to Benedict's call for police assistance. Benedict then returns to the room where he left Ocean and finds him still there, apparently still being worked over by Bruiser, leaving him with no way to connect Ocean to the theft. As Tess watches via security surveillance, Ocean tricks Benedict into saying he would give up Tess in exchange for the money. Ocean then says, ""Alright. I know a guy. We were in the joint together. Anybody pulls a job in the western US, he knows about it. Give me 72 hours. I'll find out who took your money"". Benedict, humiliated, orders his men to escort Ocean off the premises and inform the police that Ocean is violating his parole by being in Las Vegas. Tess leaves Benedict, and exits the hotel just in time to see Ocean arrested. When he is released after serving 'three to six months' for his parole violation, he is met by Rusty and Tess, and the three drive off, closely followed by Benedict's bodyguards."
4964,Baran,2001,Adventure|Drama|Romance,"It is winter in Teheran. Lateef is 17. He works at a building construction site managed by MEMAR, the site foreman. Lateef's job is to serve tea and prepare food for the workers with whom he is always quarrelling. The workers come from all parts of Iran. Some workers are Afghan refugees from war-torn Afghanistan. They have no identity cards and are employed illegally as cheap labor. When the labour inspectors show up, the Afghan workers must hide. As the story starts, an Afghan worker, NAJAF, falls from the building and breaks his leg. He is taken to the hospital. The next day, SOLTAN, another Afghan worker, brings in RAHMAT, Najaf's son, who is around 14 years old, to replace his father. Memar soon realizes that Rahmat is not fit for such hard work, and decides to switch the jobs between Rahmat and Lateef. Lateef is furious, threatens Rahmat, tries to sabotage his work and spies on him. One day, by looking through the door where Rahmat works, he is totally shocked to discover that Rahmat is a girl. As he watches her comb her hair, he finds himself in a strange state, surrounded by unusual sounds. From then on his attitude changes completely; he becomes protective, helpful and gradually desperately in love with Rahmat. While Rahmat does not express herself verbally at all, over time she seems to respond to this love. During a surprise visit of the labour inspectors, they find themselves face to face with Rahmat. She panics and runs away, as they chase her through the city streets. Lateef runs after them, struggling with the inspectors while Rahmat flees. Lateef is beaten and taken to the police station. Now Memar must pay a fine, comply with the law, and lay off all illegal Afghan workers. Lateef can't bear Rahmat's absence, and decides to locate Soltan to get some news of her. He goes to the village where the Afghans live, walks around, meets an enigmatic cobbler, and ends up in the courtyard of a shrine near a graveyard where Afghan families are gathered for a local milk ceremony. He inquires about Soltan, but gets no clues. Among the Afghans in the courtyard stands Rahmat in female clothing. She sees Lateef, stares at him for a while, then leaves the ceremony. Lateef is not aware of her presence. The next day on the road, he finds Soltan, and learns that Rahmat works in the village near the river. Lateef rushes there to find Rahmat in a pitiful state, working with other women carrying heavy stones from the river. He is distressed, and wants to find a way to help her out of that ordeal. He gets all his accumulated wages from Memar, and hands them to Soltan, asking him to pass them on to Najaf. They agree to meet the next day at the shrine after Soltan has given the money to Najaf. The next day at the shrine, instead of Soltan, Najaf shows up to inform Lateef that Soltan has gone to Afghanistan. He tells Lateef that Soltan came to him and offered him some money he'd borrowed from someone. He also tells Lateef he has refused the money, and has advised Soltan to keep it for himself, and use it to leave immediately for Afghanistan where he had a life and death issue in his family. Lateef is now shocked and worried. Lateef becomes even more worried the next day when he overhears a conversation in Najaf's house that Najaf is now faced with family problems in Afghanistan, as his brother has been killed in the war. He also hears Rahmat's real name is BARAN. Lateef goes back to the river to find Baran, who is exhausted, carrying logs out of the river in an atmosphere reminiscent of a war field. Powerless before the hardship she is going through, Lateef returns to the construction site in a state of depression. The next morning, Najaf on his crutches is at the construction site to meet Memar. Lateef overhears Najaf begging Memar without success to lend him some money. Lateef makes a desperate attempt to get money. He sells the only valuable thing he has, his identity card. When he brings the money to Najaf, Lateef learns that thanks to this money, Najaf and his family will return to Afghanistan. Lateef is overwhelmed by this news, and finds refuge in the shrine. There, in a state of anguish and despair, he hears from all around him the same sounds he heard when he first saw Baran. He surrenders to his fate. The next day in a dreamlike atmosphere, while helping Najaf to load a truck with household effects, Lateef, with a serene look, is finally face-to-face with Baran. Through eye contact and physical proximity, they exchange their feelings of love. As Baran covers herself and walks to the truck, her shoe gets stuck in the mud. Lateef gets on his knees, takes her shoe out of the mud, and hands it to Baran so she can wear it and leave. The truck takes Baran away. Left alone in the empty place, Lateef stares at the footstep in the mud left by Baran's shoe, and smiles while the rain covers it."
4967,No Man's Land,2001,Drama|War,"Two wounded soldiers, a Bosniak  and a Bosnian Serb  are caught between their lines in the no man's land, in a struggle for survival. The two soldiers confront each other in a trench, where they wait for dark. They trade insults and even find some common ground. Confounding the situation is another wounded Bosniak soldier  who wakes from unconsciousness. A land mine had been buried beneath him by the Bosnian Serbs; should he make any move, it would be fatal. A French sergeant , of the United Nations Protection Force , gets involved in effort to help the three trapped soldiers, despite initial orders to the contrary by high command. UNPROFOR's mission in Bosnia was to guard the humanitarian aid convoys, to remain neutral and act as a mere bystander. Luckily, an English reporter arrives on scene, bringing media pressure to bear that moves the United Nations high command to swing into action to try to save the soldiers. A row between the stressed out and fatigued Čiki and Nino gradually escalates even after being rescued. Eventually, Čiki shoots Nino and is in turn shot by a Peacekeeper. After this confrontation, it is found that the mine cannot be defused. The UNPROFOR high command tries to save face: they lie, saying that Cera has been saved and they leave the area, along with the reporters and everyone else. In reality, Cera is left alone and desolate in the trenches, still immobilized by the mine. Meanwhile, the UNPROFOR commander has arranged false information to be passed to both Bosnian and Serb troops, to make them believe their enemies will be trying to reoccupy the trench at night ."
4969,And Then There Were None,1945,Crime|Mystery,"The film begins with ten strangers being summoned to Indian Island, a small island off the coast of Devon, by a mysterious note. Once there they discover that their unknown host, a certain ""Mr. Owen"", has not arrived yet. Though this fact is somewhat odd, they are told that Mr. Owen plans on arriving for dinner and so they all retire to their rooms to prepare for the evening. When they all sit down to dinner Mr. Owen still has not arrived, so they eat their meal and then relax in the living room. Suddenly a voice on a gramophone record proceeds to accuse all of them of past murders that the law was unable to prosecute them for. The guests vehemently deny any wrongdoing, and the decision is made to leave the island immediately. Rogers, however, tells them that there is no way to get the boat from the mainland. There is no phone on the island, and the boat only comes twice a week; it will not be back until Monday morning, while it is now only Friday night. At this point Starloff confesses that the accusations against him are true. His only punishment was to have his driving license revoked. Soon thereafter he takes a drink of whiskey and chokes to death. Though Dr. Armstrong confirms that there was poison in Starloff's glass, he is unable to ascertain whether his death was murder or suicide. At the same time Rogers also discovers that one of ten little Indian figurines on the dinner table has broken. The next morning the guests arise and prepare for breakfast, only to be greeted with ominous news: Mrs. Rogers has died in her sleep, victim of an apparent overdose of sedative . Another figurine is also missing. With two deaths in twelve hours, the remaining guests decide to form a search party and canvass the island, as they believe that Mr. Owen, whoever he might be, is hiding somewhere. But a search of both the house and the outside area proves fruitless, as no one is found. They come back to the house for lunch, only to discover the body of Gen. Mandrake, a knife protruding from his back. This time the evidence is conclusive: Mr. Owen has invited them here to exact punishment for their past crimes...but there is no one else on the island. It is the judge who arrives at the answer. Since there truly is no one else among them, there is only one explanation: Mr. Owen is one of them. Their suspicions now aroused, the guests take care to remain in sight of each other at all times. Quincannon decides to hold a secret vote, whereby everyone writes down their suspect and puts it into a hat. Rogers receives two votes, more than anyone else. The guests decide that they would feel safer with him not sleeping in the house, so Rogers spends the night in the washhouse. The guests ask him to keep the key to the dining room, which contains the Indian figurines, as they intend to lock him out of the house, and that way Mr. Owen will not have access to the figures in any possible way . But when they wake up the next morning they find Rogers dead, his head split open with an axe, and another little figure missing. They are suspicious of Miss Brent, who claims to have been out for a walk by the ocean that morning. As Vera prepares breakfast in the kitchen, Miss Brent advises her to be cautious of Lombard, who has taken a bit of an interest in her. Alone with Vera, Miss Brent tells her version of the story regarding the gramophone's accusation. She says that her young nephew had been quite rebellious, and since whipping did no good she had him placed in a reformatory; he then hanged himself. Later that day Miss Brent's lifeless body is found in her room, dead of a lethal injection. Dr. Armstrong searches his medical kit and discovers his hypodermic needle missing, apparently the same one used to kill Miss Brent. It is also established that Lombard carried a revolver to the island with him, but it is now missing as well. With only five guests remaining tensions are running high. When the lights begin to flicker, Blore goes to check the generator, accidentally causing it to short circuit, and the house is plunged into darkness. Quincannon advises Armstrong that this was probably a ploy by the killer, but since he and Armstrong have been together the entire time, this means that they can trust one another. As everyone sits down to dinner that night Armstrong and Quincannon tell the others that they believe the best chance of surviving Mr. Owen's trap is to confess the truth. Quincannon reveals that the accusation against him is true; he sentenced Edward Seton, who was innocent, to death in order to ruin the reputation of his defending council. Armstrong also admits to the death of his patient due to being drunk. Though hesitant at first, Blore also confesses to perjuring his testimony against an innocent man. Lombard likewise states that the record's accusation was true. But when it comes time for Vera to tell her story, she says that she is cold and goes to her room to get a coat while the others wait for her in the dining room. After a few moments they hear her terrified shriek and rush out of the room. In the confusion of the moment a single gunshot is heard. They find Vera cowering in a corner of the hallway, and she tells them that when she went into her room she felt something like a cold hand. Blore goes to investigate and finds a piece of seaweed that Miss Brent had brought back to the house earlier hanging from the ceiling of Miss Claythorne's room. They then realize that Quincannon is not among them. Blore believes that the judge fired the shot at one of them in the dark. They make their way downstairs and discover Lombard's gun on the staircase. They make their way back to the dining room and find Quincannon dead from a gunshot to the head. After depositing Quincannon's body in his room, Dr. Armstrong asks Vera for the truth about her sister's fiance. Though reluctant, she insists that she is innocent of the accusation and goes to her room. Armstrong tells Blore and Lombard that to his mind this indicates Vera is quite likely to be Mr. Owen. Armstrong says that prior to his death, Quincannon advised him that only the person who had not committed a crime would be interested in meting out ""justice"". Blore seems to accept this explanation, but Lombard is highly skeptical. They all retire to their rooms. Later that night Vera wakes up to find Lombard standing outside her patio, wanting to be let in. She admits him only after he lets her take his gun for protection. Philip says that he wants to be with Vera when the real Mr. Owen comes into the room, which he suspects will be very soon. In the meantime he asks her again about the accusation against her, and Vera repeats that she is innocent of the crime. She explains to him that it was her sister who killed the man, and she helped conceal the murder and took care of her sister until she died. They then hear someone walking around outside the room, and Philip goes to investigate. Before leaving, however, he reveals that he is not really Philip Lombard. Vera and Philip go to Blore's room and find him there, but Armstrong is missing from his room. When the three of them go to the dining room they discover another missing figure, but they believe that Armstrong is trying to make them believe he is dead. The next morning Blore is checking around the house with binoculars, as they all wait for the boat to arrive. He is murdered when a large stone structure falls on him. Lombard and Vera find his body, and Philip takes the binoculars and sees what the detective was looking at. He and Vera make their way to the island's beach and find Armstrong's corpse. Lombard states that he has been dead for hours, as there are no footprints around the body. As they are the only two left, Vera believes that Lombard is the murderer. Lombard, however, cannot bring himself to believe that Vera is a killer. He tells her that his real name is Charles Morley, and that he knew Philip Lombard very well. He found Mr. Owen's invitation and came to the island, impersonating Lombard to see if the invitation had anything to do with his friend's death. Charles tells her to aim the gun away from him and pull the trigger. When he falls she is to go to the mansion. She does so, he collapses, and she makes her way back to the house. Once inside she is confronted with the true culprit: Judge Quincannon. Quincannon tells her that all his life he searched for perfect human justice, and this weekend was his way to bring it about. After learning that he was terminally ill he concocted this plan. As part of his scheme he deceived Armstrong into thinking that the two of them could discover who the murderer was; together they faked the judge's death, but it wasn't until the last minute that Armstrong realized he had been made a fool of and Quincannon killed him. Quincannon drinks a glass of poisoned whiskey and tells Vera that she has two options. She can commit suicide by hanging herself here, privately, or wait to be convicted at trial  and be hanged publicly. Right before he dies, however, Charles appears behind Vera and Quincannon realizes that two will survive and will be able to tell what actually happened on Indian Island. At that moment, the boatman arrives to take them back to the mainland. The nonsense poem Ten Little Indians is recited and sung throughout the film; and each death in the film corresponds in order, and means of death, to the corresponding death in the poem."
